6.132	6.237	6.221	5.9	6.129	5.906	2.763
5.637	6.236	6.322	5.737	6.365	6.157	2.545
2.252	5.606	4.307	7.163	7.562	1.811	8.206
0.917	0.933	1.163	1.547	-0.056	1.17	1.857
1.283	4.389	0.112	0.855	7.637	2.127	5.093
7.507	6.341	8.725	0.891	7.788	4.143	-2.365
11.203	0.827	5.206	1.399	0.086	2.338	-2.153
0.74	1.639	0.579	0.89	0.919	1.515	-0.005
3.202	2.141	5.942	1.518	5.335	3.995	-2.271
0.755	0.529	-0.042	0.019	1.466	0.711	0.202
1.147	3.806	4.857	8.525	8.839	0.666	2.681
6.183	5.429	5.4	6.137	5.971	5.687	3.799
5.878	5.627	5.75	6.37	5.411	5.638	1.859
0.674	1.713	1.355	0.704	1.725	1.143	5.84
5.901	6.465	5.94	6.022	6.49	5.865	4.225
3.063	1.537	2.528	1.538	2.681	5.394	1.872
1.202	0.725	0.829	0.428	2.054	1.329	3.626
6.653	4.637	2.715	5.042	0.428	2.562	-3.062
1.335	4.35	5.165	0.596	11.85	9.964	0.678
0.835	1.086	0.044	0.105	0.478	1.567	-2.884
1.007	1.36	0.759	0.112	0.497	1.337	0.168
0.518	0.811	0.934	2.268	1.01	0.555	-4.05
0.645	1.564	0.738	0.005	0.333	0.79	0.111
0.42	0.519	0.211	1.286	2.324	0.749	-1.985
5.89	5.959	5.985	5.777	5.583	5.757	5.162
5.742	6.027	6.268	6.183	5.869	5.906	0.985
5.746	6.729	6.041	5.534	5.84	6.484	-0.013
0.231	0.138	0.713	0.623	0.764	0.664	-3.059
0.41	1.59	0.298	-0.012	0.266	0.849	3.937
0.922	-0.01	0.803	1.354	0.501	1.216	1.101
3.929	6.336	6.869	3.79	7.843	2.889	-2.456
4.553	3.45	2.825	5.632	3.841	0.264	2.267
3.517	4.145	3.519	2.01	5.538	3.885	4.169
4.57	1.139	3.766	6.903	5.037	6.917	7.445
3.504	2.263	1.796	3.933	5.824	5.71	1.398
3.662	5.02	13.932	6.506	5.523	1.494	5.055
2.32	4.056	2.237	0.401	10.493	9.245	-0.6
5.521	5.759	6.322	5.79	6.855	5.686	-0.825
5.81	5.829	5.854	6.194	5.698	6.15	2.56
5.667	6.403	5.268	6.274	5.843	6.283	-2.353
6.313	6.612	5.784	6.098	6.46	5.663	2.81
5.901	6.142	6.551	6.488	6.384	6.347	0.543
5.77	5.658	6.234	6.309	6.119	5.853	-0.021
1.169	0.148	0.375	1.865	0.353	0.368	-0.74
2.414	7.238	5.57	1.963	7.395	6.049	-1.905
2.008	7.44	2.453	7.082	3.767	2.585	4.835
6.645	5.777	5.875	5.694	6.019	5.461	0.12
5.695	6.643	6.445	6.195	5.711	5.867	10.686
6.438	5.993	5.769	5.695	5.612	5.962	5.97
0.9	0.41	0.429	0.675	1.651	0.578	-4.802
4.928	2.486	6.342	3.029	4.146	1.889	3.37
0.825	1.291	1.136	0.521	0.643	0.749	8.139
1.157	1.024	0.205	0.271	0.546	0.473	3.538
1.507	7.437	0.844	2.653	5.809	0.421	-0.646
4.712	3.994	6.722	5.368	4.871	3.44	3.629
2.353	6.763	5.309	12.554	8.27	9.974	1.536
2.022	4.552	7.212	2.048	4.515	2.636	-0.515
8.18	2.301	1.178	5.375	4.473	4.932	-0.056
0.262	5.481	3.739	3.329	5.103	3.331	4.363
6.188	6.139	6.065	6.093	6.266	6.363	2.509
0.342	0.69	1.151	1.309	0.739	0.137	1.841
5.671	6.071	6.142	6.148	5.738	5.821	4.148
5.849	5.663	6.056	6.044	5.929	6.155	-0.449
4.538	6.032	6.903	9.896	2.771	8.452	-0.582
2.36	4.427	1.311	6.184	8.043	5.806	1.88
9.401	3.723	11.319	2.03	3.104	3.652	0.132
6.249	6.187	6.271	5.625	5.971	5.581	3.01
3.604	2.672	11.149	8.715	4.272	11.104	0.239
7.813	5.172	6.139	6.643	7.665	3.646	2.159
10.784	1.337	2.121	4.44	8.427	3.107	0.634
1.82	1.869	2.557	6.531	7.141	3.023	-0.315
2.81	5.594	9.343	3.633	10.947	8.262	4.02
2.894	3.246	5.794	8.902	4.556	7.98	2.003
6.301	4.192	4.087	5.817	4.651	9.582	4.452
6.253	5.76	6.142	5.967	5.867	6.237	-1.151
5.307	6.129	4.799	4.493	4.351	4.597	5.505
4.895	4.446	3.463	2.223	4.564	0.783	6.041
5.85	6.115	6.348	6.144	6.03	6.039	0.042
1.587	0.584	1.809	1.19	0.526	-0.02	-3.354
5.373	3.195	3.979	1.472	3.082	3.58	-0.416
1.832	-0.015	0.744	0.589	0.228	0.613	5.513
5.459	6.79	1.067	4.481	4.397	5.634	3.94
6.213	6.085	5.652	5.597	6.075	5.563	1.251
6.087	9.365	5.033	9.396	4.571	6.528	-4.031
6.213	0.873	5.609	6.572	3.028	3.261	3.817
0.271	0.621	0.3	0.531	0.572	0.751	0.938
0.556	0.276	0.592	0.284	0.286	0.299	-1.685
6.06	6.082	5.698	6.403	5.962	6.025	4.925
0.736	0.736	0.595	2.731	0.47	0.915	0.797
5.984	6.342	5.87	6.532	5.646	5.703	2.842
5.661	6.447	6.004	5.422	6.373	5.764	5.64
1.261	1.584	1.043	0.529	1.27	0.212	5.917
6.044	6.078	6.003	5.884	5.59	5.631	1.933
3.777	7.376	8.032	5.726	5.481	4.302	-0.276
4.133	3.641	7.992	6.75	5.329	2.134	1.344
4.811	7.273	7.165	2.598	5.434	5.864	2.996
3.28	6.221	2.465	5.478	5.547	7.671	1.313
0.841	3.477	7.624	12.072	2.432	1.79	5.803
3.49	3.402	4.149	6.27	4.533	5.671	5.085
8.384	7.937	2.338	3.189	7.88	6.015	-0.415
6.706	5.616	4.712	7.478	6.194	6.311	0.498
9.31	4.379	10.378	2.169	1.278	4.89	2.587
3.038	12.041	5.969	3.371	5.209	2.167	1.238
2.148	8.075	3.559	4.455	8.799	6.032	4.602
5.895	6.344	6.277	5.798	6.317	5.217	-0.864
0.654	0.346	0.471	0.123	1.579	0.297	1.457
6.465	4.944	6.093	5.102	4.147	0.997	4.688
2.604	8.487	1.753	5.57	1.401	14.442	-5.944
4.088	2.396	1.35	4.425	6.133	5.974	2.515
0.398	0.65	0.296	0.43	0.034	0.183	3.729
6.12	6.508	6.571	5.538	6.061	5.567	0.423
4.147	8.011	5.143	7.143	5.262	5.91	4.967
6.954	6.183	1.016	8.617	2.833	5.332	10.063
0.161	0.539	0.736	1.759	0.067	0.275	0.377
0.013	4.968	1.094	2.405	7.746	0.033	-1.244
6.154	6.153	5.573	6.053	6.017	5.746	1.56
5.925	5.797	6.147	6.593	6.318	6.156	10.163
7.506	5.537	4.09	5.995	5.192	4.498	5.484
2.206	9.069	6.439	7.88	9.47	6.044	0.792
6.33	5.507	7.023	5.684	6.11	5.688	3.145
4.545	3.264	7.585	6.351	5.582	5.312	2.167
5.559	6.184	5.633	5.5	5.833	6.078	0.804
2.979	8.472	3.712	2.727	3.119	4.182	2.168
1.808	8.539	7.185	2.275	1.99	1.436	-0.162
9.561	3.049	6.829	1.088	3.599	2.099	3.026
5.643	6.197	6.23	6.441	5.974	5.646	1.472
6.176	5.507	5.54	6.025	5.457	5.775	4.875
6.069	5.635	6.144	6.358	6.559	5.765	0.382
-0.121	1.424	0.052	0.118	0.178	0.801	6.298
4.533	2.485	9.147	5.818	5.066	8.812	0.611
3.793	0.104	5.255	2.089	1.273	2.77	-1.679
9.554	2.645	1.892	13.214	1.962	9.744	-3.569
6.354	4.374	9.348	0.574	7.98	6.296	-0.746
4.137	2.346	4.043	3.331	4.456	5.798	4.832
5.77	5.938	5.519	6.848	6.395	6.334	3.4
11.487	0.429	0.155	3.346	9.832	0.85	6.14
1.88	0.227	-0.08	0.262	0.056	1.28	3.759
0.12	-0.072	0.922	0.221	0.166	0.73	2.431
6.125	6.393	6.424	6.519	5.933	5.593	4.444
2.423	0.128	0.79	0.5	0.667	0.007	2.397
0.183	1.044	0.379	0.964	0.262	0.042	-4.202
1.106	0.759	0.538	0.431	0.315	0.151	8.007
1.395	1.401	0.214	1.741	0.526	0.215	0.683
0.648	5.704	8.165	4.431	2.79	5.613	7.302
5.437	5.341	3.616	6.042	7.092	2.56	0.565
1.08	0.077	0.261	0.171	1.846	0.883	2.421
4.86	4.728	6.396	3.14	7.665	6.586	1.443
6.389	6.469	6.328	6.046	5.699	5.74	4.988
5.871	5.272	6.43	6.398	6.269	6.099	3.364
0.85	0.471	0.907	1.806	0.316	0.237	8.651
5.946	5.554	6.273	6.51	5.828	5.464	1.061
5.784	5.836	6.588	5.947	6.665	6.262	5.344
1.057	0.029	0.341	1.586	0.258	2.078	3.115
6.168	6.036	6.383	5.287	6.11	5.864	4.191
-0.019	0.577	0.382	1.13	0.369	1.94	2.716
4.379	2.134	4.749	1.089	6.571	5.304	3.89
6.169	8.143	10.844	3.307	8.55	5.739	3.5
5.965	5.887	6.13	6.023	6.509	6.041	2.603
0.941	11.645	6.399	4.485	15.174	2.074	3.6
6.747	0.802	0.612	2.873	6.244	2.988	-1.557
5.692	6.567	6.29	5.737	5.699	5.941	0.966
5.846	3.811	9.938	0.911	7.286	1.085	-4.652
5.916	5.461	6.063	5.679	5.452	5.742	2.279
5.779	5.602	6.758	5.875	5.834	6.063	1.467
0.294	9.865	9.997	5.181	4.222	2.371	-1.64
0.558	1.443	0.827	0.991	1.532	0.708	-4.289
3.063	4.2	5.475	7.887	2.331	6.843	1.434
0.828	1.129	0.102	1.038	2.103	0.594	0.884
0.419	0.134	0.321	0.725	0.558	0.318	5.211
0.679	0.314	0.724	0.68	0.349	0.668	-1.306
7.431	4.32	4.347	6.719	6.429	3.702	-0.931
-0.091	0.022	0.655	0.824	0.963	0.944	0.039
0.729	0.633	0.211	0.02	0.784	1.035	6.456
6.438	6.424	6.026	6.273	5.765	6.137	-3.236
7.084	4.392	2.229	5.562	7.13	5.319	-0.098
6.199	5.856	5.914	5.903	6.119	6.039	-2.781
3.813	3.524	2.041	9.693	4.267	1.448	-0.297
5.363	5.904	5.852	6.066	5.859	5.998	9.241
2.284	8.305	3.461	2.141	3.38	2.91	-0.515
0.971	0.353	0.579	0.096	1.655	0.579	3.763
0.354	0.316	1.78	0.48	1.717	0.107	0.209
3.585	5.938	3.95	5.91	3.798	3.757	-1.773
6.2	6.067	6.302	5.878	6.504	6.374	-0.018
5.814	5.872	5.537	6.503	6.357	5.924	7.492
1.572	1.052	0.908	1.19	0.195	0.892	3.686
6.398	5.985	5.763	6.115	5.857	6.265	3.006
5.27	7.173	7.993	2.713	5.89	5.675	5.764
1.704	6.714	3.766	6.161	5.651	3.538	1.592
5.995	6.509	6.099	6.065	6.245	5.782	0.546
5.707	5.835	6.242	6.115	6.157	5.855	2.452
1.689	4.662	1.338	0.726	8.583	5.133	0.96
2.079	7.368	8.793	7.6	9.437	3.891	1.386
2.821	2.981	4.455	2.253	4.441	4.301	0.561
6.587	6.083	10.637	9.93	0.416	5.287	2.052
3.357	4.081	4.419	7.424	3.562	7.717	-0.568
2.18	0.661	3.642	2.831	12.841	4.677	0.45
0.316	0.826	0.866	0.858	0.327	0.209	-1.59
1.332	0.346	0.632	0.426	0.646	0.792	8.574
1.159	2.771	2.926	5.571	6.274	2.399	2.805
0.745	0.214	0.77	0.06	2.601	0.143	-1.288
4.458	5.023	4.563	8.152	3.525	3.264	1.97
5.578	6.261	5.882	5.938	5.991	5.75	4.453
0.733	0.661	0.164	1.212	0.279	0.226	3.697
5.862	7.796	3.508	4.359	5.039	5.591	4.532
5.997	6.095	6.134	5.509	6.191	5.768	4.182
6.245	9.471	6.512	2.082	1.287	2.8	3.311
5.01	6.608	6.024	0.878	6.528	1.949	6.094
4.083	3.438	3.582	5.131	2.521	5.002	1.164
6.163	5.104	5.956	6.618	6.393	6.044	-5.298
2.999	3.248	2.468	2.978	-0.035	7.699	3.946
3.113	4.404	3.758	6.226	4.203	1.612	4.598
6.233	3.573	6.262	5.558	6.327	6.066	2.965
0.071	0.503	1.006	0.841	0.971	2.436	1.139
0.962	1.944	0.041	0.608	0.291	2.26	3.11
5.876	2.673	2.55	0.061	1.051	9.781	3.983
6.231	5.645	6.08	5.996	6.169	5.601	-1.09
1.674	1.196	1.473	0.416	1.753	0.783	4.136
3.127	5.589	6.211	7.987	4.926	2.882	-0.587
0.267	0.247	0.235	0.045	0.586	0.602	6.423
5.708	5.762	6.026	6.253	6.006	6.108	2.655
2.821	2.817	3.244	1.23	6.125	5.261	3.78
0.06	0.584	1.826	0.059	0.641	1.031	3.078
3.556	2.492	1.923	4.748	2.055	3.835	2.218
9.612	2.589	4.278	2.102	6.061	0.036	0.011
7.148	6.271	0.752	1.438	2.619	1.047	-0.957
5.503	5.667	5.863	6.292	6.08	5.897	2.047
4.218	5.57	5.75	7.397	2.815	4.282	2.185
7.717	4.007	6.973	7.519	3.082	4.93	1.526
3.829	7.054	8.557	5.565	4.669	7.433	2.589
0.787	2.802	3.212	6.585	1.66	4.173	6.606
6.711	5.782	5.841	5.821	5.74	6.243	3.426
5.56	6.283	9.385	7.806	5.545	6.197	5.083
6.052	6.079	5.858	5.718	5.365	5.835	3.379
4.354	5.244	6.189	6.063	2.597	4.839	4.152
12.159	6.116	1.551	0.265	6.124	3.339	7.227
8.845	4.236	8.578	9.074	4.289	3.508	1.24
1.603	3.095	4.656	1.492	5.633	5.369	0.875
1.641	2.916	2.735	4.702	10.072	5.397	-0.977
5.61	5.837	5.272	6.463	4.704	4.479	2.441
2.134	5.703	7.497	2.264	1.989	3.374	4.968
5.716	6.572	5.428	6.223	6.257	6.072	2.898
5.387	5.435	5.653	6.352	6.059	5.758	6.562
1.127	10.325	0.018	1.847	14.123	0.85	-2.6
8.886	0.735	0.909	4.171	14.919	10.78	2.269
3.674	3.179	2.423	7.764	6.34	3.259	4.457
6.04	0.573	2.878	5.515	7.73	6.577	3.377
0.208	0.899	0.835	0.425	0.295	-0.234	3.435
5.359	5.525	2.343	3.639	1.957	2.076	4.481
4.2	5.685	4.23	3.248	8.278	2.676	3.152
6.678	6.344	5.732	6.437	5.979	5.875	0.885
8.655	6.089	1.276	7.042	5.655	5.223	4.356
0.635	-0.006	0.08	0.134	0.409	0.608	2.555
4.773	5.443	4.476	5.301	3.442	4.839	3.796
2.207	4.891	3.096	6.66	4.882	5.035	-2.501
0.564	0.243	0.049	1.812	0.691	1.377	3.329
2.471	0.252	0.418	0.521	0.48	0.64	-2.136
0.116	0.453	-0.008	0.206	1.356	1.109	0.293
0.786	0.363	1.085	1.067	0.398	0.933	-4.466
1.827	2.371	4.732	4.713	2.187	0.505	5.65
1.995	4.658	7.195	2.474	6.808	1.852	-8.416
0.904	8.251	4.476	4.107	3.783	5.154	-0.96
6.935	0.633	3.085	1.138	3.148	0.922	-1.035
0.32	0.05	1.124	0.239	0.268	1.925	-3.739
1.399	6.745	3.632	3.915	3.302	5.526	3.201
0.83	2.49	4.764	3.99	9.137	7.363	1.891
6.128	5.675	8.164	6.243	4.339	8.892	2.004
11.56	1.304	1.731	5.198	1.36	9.14	3.185
1.059	1.01	0.298	1.107	0.845	0.614	4.649
5.455	5.963	5.426	6.267	5.69	5.742	-3.61
5.668	5.178	6.428	5.594	5.757	5.852	9.767
3.392	0.518	3.888	0.787	1.591	11.427	1
2.569	5.847	3.05	5.01	0.87	1.613	-0.24
3.323	3.296	5.038	0.019	4.548	3.434	4.467
2.628	3.978	6.718	10.1	2.048	11.47	2.339
9.183	1.38	5.504	5.437	6.621	12.448	3.612
0.685	1.05	1.245	0.442	0.235	0.388	10.293
2.499	3.481	3.787	5.652	4.62	0.284	7.821
3.157	2.498	5.764	3.746	1.623	7.478	-1.644
10.485	3.597	5.592	5.515	2.607	6.705	-4.017
3.263	3.102	5.525	2.547	5.924	2.561	-3.018
0.309	-0.061	0.202	0.854	0.186	1.716	6.076
0.319	1.09	1.466	0.061	1.091	0.26	-4.388
6.249	5.692	6.185	5.733	5.974	5.621	-2.998
6.224	5.022	6.006	6.354	6.218	5.318	7.742
0.513	0.963	1.166	1.92	0.364	0.837	3.786
2.892	7.928	11.081	3.46	2.432	4.137	4.587
4.005	6.674	3.987	7.352	4.717	4.581	2.988
1.711	0.348	1.34	0.338	0.398	0.62	6.528
2.983	6.369	2.973	7.586	4.509	6.506	4.142
5.865	5.867	6.229	6.083	6.51	6.179	-0.912
6.042	6.086	6.277	5.95	7.2	6.243	-0.149
5.464	12.492	2.373	5.039	2.96	6.273	4.23
5.822	5.725	5.61	6.04	6.293	5.491	4.318
5.772	5.634	5.945	6.641	5.622	5.555	0.53
6.37	6.592	6.319	6.151	5.951	6.282	4.933
8.402	8.301	5.134	5.397	3.846	5.879	2.517
1.129	0.146	5.177	8.938	10.379	2.54	6.152
4.715	4.763	6.575	2.051	3.348	5.378	11.247
6.273	6.406	6.359	5.927	6.355	5.601	0.937
0.575	1.212	1.163	0.584	1.61	0.503	-1.103
6.08	7.481	3.617	8.631	3.358	6.874	2.989
1.907	0.774	0.992	0.59	0.952	0.794	2.193
3.965	6.735	2.234	1.622	14.163	1.408	1.05
0.979	0.475	0.536	0.321	0.395	1.39	-2.275
5.467	1.472	6.765	4.555	2.5	11.985	-1.822
5.922	6.184	5.713	5.6	5.956	6.116	1.942
5.957	6.176	6.024	5.981	7.001	6.143	8.716
6.031	5.339	6.602	6.472	5.77	5.982	-0.848
5.593	5.996	6.452	6.168	5.987	5.742	2.67
5.817	6.208	6.02	5.898	5.617	6.174	3.176
0.921	0.681	0.917	0.389	0.772	0.632	1.926
6.089	6.176	6.258	5.578	5.747	6.049	2.347
8.027	8.194	5.044	5.282	3.827	5.68	0.757
3.844	5.692	6.331	6.889	2.332	7.982	5.515
0.367	-0.061	0.382	0.903	0.496	0.174	1.448
0.2	1.051	0.982	-0.076	0.038	1.339	4.231
5.12	6.457	4.91	7.763	6.967	4.524	3.944
2.866	3.678	5.318	9.97	3.004	6.343	-1.261
5.848	5.897	6.785	6.034	6.176	5.762	0.495
6.35	3.233	2.547	6.092	4.106	7.184	6.242
9.683	6.75	0.405	6.67	2.63	3.586	6.753
0.701	0.674	0.34	0.611	1.283	0.417	2.117
1.428	1.143	0.634	1.138	0.394	0.329	3.309
2.226	3.76	3.956	3.853	4.437	4.813	1.471
0.41	0.82	0.203	0.693	0.628	0.643	0.411
